Číslo formy,Název výroby,Zákazník,Pozice,Stav,Původní pozice,Návodka (URL),Fotografie formy,Smazáno
678,null,Witte,42A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/678_Achse_Crafter_00678.pdf"", ""title"" : ""Návodka""}]",null,false
679,null,Witte,42A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/679_Klammer_RT_Crafter_00679.pdf"", ""title"" : ""Návodka""}]",null,false
680,null,Witte,43A č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/680_Dummy_Zylinder_00680.pdf"", ""title"" : ""Návodka""}]",null,false
681,null,Witte,43A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/681_Flaphalter_hinten_LH_RH_00681.pdf"", ""title"" : ""Návodka""}]",null,false
682,null,Witte,43C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/682_Abdeckung_RH_00682.pdf"", ""title"" : ""Návodka""}]",null,false
683,null,Ideal,45B h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/683_Fuhrungsleiste_LH_RH_WZ437_683.pdf"", ""title"" : ""Návodka""}]",null,false
684,null,Ideal,45C h.,null,null,null,null,false
685,null,Ideal,45B c.,null,null,null,null,false
686,null,Witte,43A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/686_Buchse_00686.pdf"", ""title"" : ""Návodka""}]",null,false
687,null,Witte,43A c.,null,null,null,null,false
688,null,Ideal,45B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/688_Ablage_SK326_WZ485_688.pdf"", ""title"" : ""Návodka""}]",null,false
689,null,Ideal,45C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/689_Ablage_SK326_WZ436_689.pdf"", ""title"" : ""Návodka""}]",null,false
691,null,Witte,43C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/691_Austellhebel_L_R_00691.pdf"", ""title"" : ""Návodka""}]",null,false
694,null,Witte,43B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/694_Ausloesehebel_L_R_00694.pdf"", ""title"" : ""Návodka""}]",null,false
697,null,Others,44C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/697_Hinge_Bearing_00697.pdf"", ""title"" : ""Návodka""}]",null,false
698,null,Witte,42C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/698_Sperrhaken_GOB_Li_00698.pdf"", ""title"" : ""Návodka""}]",null,false
699,null,Witte,42C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/699_Sperrhaken_GOB_Re_00699.pdf"", ""title"" : ""Návodka""}]",null,false
70,null,Others,44C h.,null,null,null,null,false
700,null,Witte,42A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/700_Beteatigungshebel_00700.pdf"", ""title"" : ""Návodka""}]",null,false
701,null,Witte,42A b.,null,null,null,null,false
703,null,Scherdel,38C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/703_Ventil_maly_modry_US_16x_00703.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/703_Ventil_maly_zeleny_US_16x_00703.pdf"", ""title"" : ""Zelená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/703_Ventil_maly_cerny_US_16x_00703.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/703_Ventil_maly_cerveny_US_16x_00703.pdf"", ""title"" : ""Červená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/703_Ventil_maly_sedy_US_16x_00703.pdf"", ""title"" : ""Šedá""}]",null,false
706,null,Novares,39B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/706_Steuerhebel_lever_W25305_00706.pdf"", ""title"" : ""Návodka""}]",null,false
710,null,Novares,39B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/710_Traeger_Schloss_W26106_00710.pdf"", ""title"" : ""Návodka""}]",null,false
711,null,Novares,39B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/711_Gehause_Bedieneinheit_Handschuhfach_W26105_00711.pdf"", ""title"" : ""Návodka""}]",null,false
714,null,Novares,39C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/714_Griff_Bedieneinheite_beige_W26103_00714.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/714_Griff_Bedieneinheite_schwarz_W26103_00714.pdf"", ""title"" : ""Navodka_alt""}]",null,false
715,null,Novares,39A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/715_Griff_Bedieneinheite_beige_W26104_00715.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/715_Griff_Bedieneinheite_schwarz_W26104_00715.pdf"", ""title"" : ""Navodka_alt""}]",null,false
718,null,Witte,42B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/718_Rukav_Levy_00718.pdf"", ""title"" : ""Návodka""}]",null,false
719,null,Witte,42B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/719_Viko_-_Fanglager_00719.pdf"", ""title"" : ""Návodka""}]",null,false
722,null,Witte,43B m.,null,null,null,null,false
723,null,Witte,42B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/723_Rear_Pulley_00723.pdf"", ""title"" : ""Návodka""}]",null,false
724,null,Witte,43C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/724_Kappe_01072325015_01072327015_00724.pdf"", ""title"" : ""Návodka""}]",null,false
725,null,Witte,43C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/725_Kappe_01072360014_01072361014_00725.pdf"", ""title"" : ""Návodka""}]",null,false
727,null,Witte,42B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/727_Paka_cylindru_00727.pdf"", ""title"" : ""Návodka""}]",null,false
728,null,Witte,42A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/728_Zapadka_Li_00728.pdf"", ""title"" : ""Návodka""}]",null,false
729,null,Witte,42A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/729_Zapadka_Re_00729.pdf"", ""title"" : ""Návodka""}]",null,false
730,null,Witte,43A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/730_BMW_Softouch_Lever_00730.pdf"", ""title"" : ""Návodka""}]",null,false
731,null,Witte,41C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/731_00731_Gleitstucke_MKS_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
732,null,Witte,43A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/732_00732_Abdeckung_LH_RH.pdf"", ""title"" : ""Návodka""}]",null,false
733,null,Witte,43A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/733_Kisi_kuplung_II_00733.pdf"", ""title"" : ""Návodka""}]",null,false
734,null,Witte,43B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/734_Cover_L_00734.pdf"", ""title"" : ""Návodka""}]",null,false
735,null,Witte,43C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/735_Cover_R_00735.pdf"", ""title"" : ""Návodka""}]",null,false
736,null,Ideal,45B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/736_Retainer_Hinten_L_R_00736.pdf"", ""title"" : ""Návodka""}]",null,false
737,null,Ideal,45B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/737_Retainer_Vorne_L_R_00737.pdf"", ""title"" : ""Návodka""}]",null,false
738,null,Scherdel,37B m.,null,null,null,null,false
739,null,AFSI,37B z.,null,null,null,null,false
740,null,Škoda,47B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/740_Prepazka_2_00740.pdf"", ""title"" : ""Návodka""}]",null,false
741,null,Škoda,49D h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/741_Upevnovaci_hacek_00741.pdf"", ""title"" : ""Návodka""}]",null,false
742,null,Škoda,47C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/742_Abdeckkappe_00742.pdf"", ""title"" : ""Návodka""}]",null,false
745,null,Witte,42A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/745_Dichtung_00745.pdf"", ""title"" : ""Návodka""}]",null,false
746,null,Škoda,51C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/746_Kryt_vnitrni_manual_L_R_00746.pdf"", ""title"" : ""Návodka""}]",null,false
747,null,Škoda,52A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/747_Kryt_vnitrni_elektro_L_R_00747.pdf"", ""title"" : ""Návodka""}]",null,false
748,null,Škoda,49B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/748_Miska_drzadla_zadni_L_R_00748.pdf"", ""title"" : ""Návodka""}]",null,false
749,null,Škoda,49B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/749_Krytka_zadni_L_R_00749.pdf"", ""title"" : ""Návodka""}]",null,false
750,null,Škoda,51G c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/750_Miska_2tl._LL_00750.pdf"", ""title"" : ""Návodka""}]",null,false
751,null,Škoda,52C z.,,,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/751_Miska_2tl._LL_joystick_00751.pdf"", ""title"" : ""Návodka""}]",null,false
752,null,Škoda,52B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/752_Miska_4tl._LL_00752.pdf"", ""title"" : ""Návodka""}]",null,false
753,null,Škoda,52C z.,,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/753_Miska_1tl._LL_00753.pdf"", ""title"" : ""Návodka""}]",null,false
754,null,Škoda,51A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/754_Miska_2tl._RL_00754.pdf"", ""title"" : ""Návodka""}]",null,false
755,null,Škoda,50A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/755_Miska_2tl._RL_joystick_00755.pdf"", ""title"" : ""Návodka""}]",null,false
756,null,Škoda,50A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/756_Miska_4tl._RL_joystick_00756.pdf"", ""title"" : ""Návodka""}]",null,false
757,null,Škoda,50B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/757_Miska_1tl._RL_00757.pdf"", ""title"" : ""Návodka""}]",null,false
758,null,Others,44B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/758_Auflage_Hutablage_00758.pdf"", ""title"" : ""Návodka""}]",null,false
76,null,Others,44C m.,null,null,null,null,false
761,null,Škoda,48A c.,null,null,null,null,false
762,null,Škoda,47C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/762_Ventil_-_spodni_dil_-_nova_forma_II_00762.pdf"", ""title"" : ""Návodka""}]",null,false
763,null,Scherdel,38C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/763_Securing_Piston_00763.pdf"", ""title"" : ""Návodka""}]",null,false
764,null,Škoda,48B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/764_Odpadkovy_kos_-_Viko_-_Beige_00764.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/764_Odpadkovy_kos_-_Viko_-_Satinschwarz_00764.pdf"", ""title"" : ""Navodka_alt""}]",null,false
765,null,Škoda,48B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/765_Odpadkovy_kos-pevny_dil_Satinschwarz_00765.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/765_Odpadkovy_kos-pevny_dil_WC4_00765.pdf"", ""title"" : ""Navodka_alt""}]",null,false
766,null,Škoda,49A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/766_Odpadkovy_kos-Zajistovaci_dil_00766.pdf"", ""title"" : ""Návodka""}]",null,false
767,null,Scherdel,37B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_lila_16x_vakuum_00767.pdf"", ""title"" : ""Fialová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_modry_16x_vakuum_00767.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_oranzovy_16x_vakuum_00767.pdf"", ""title"" : ""Oranžová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_tyrkysovy_16x_vakuum_00767.pdf"", ""title"" : ""Tyrkysová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_zeleny_16x_vakuum_00767.pdf"", ""title"" : ""Zelená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_cerny_16x_vakuum_00767.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_cerveny_16x_vakuum_00767.pdf"", ""title"" : ""Červená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_sedy_16x_vakuum_00767.pdf"", ""title"" : ""Šedá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/767_Ventil_maly_zluty_16x_vakuum_00767.pdf"", ""title"" : ""Žlutá""}]",null,false
768,null,Scherdel,37A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/768_Ventil_mini_32x_vakuum_00768.pdf"", ""title"" : ""Návodka""}]",null,false
769,null,Scherdel,38A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/769_Ventil_mini_32x_vakuum_00769.pdf"", ""title"" : ""Návodka""}]",null,false
770,null,Scherdel,38B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/770_Ventil_maly_32x_vakuum_zeleny_00770.pdf"", ""title"" : ""Zelená""}]",null,false
771,null,Scherdel,38B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/771_Ventil_maly_32x_vakuum_lila_00771.pdf"", ""title"" : ""Fialová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/771_Ventil_maly_32x_vakuum_cerny_00771.pdf"", ""title"" : ""Černá""}]",null,false
772,null,Scherdel,38C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/772_Ventil_maly_16x_Ericaviolet_00772.pdf"", ""title"" : ""Návodka""}]",null,false
773,null,Scherdel,38C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/773_Ventil_maly_16x_Ericaviolet_00773.pdf"", ""title"" : ""Návodka""}]",null,false
776,null,Scherdel,38A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/776_Ventil_velky_cerny_USA_00776.pdf"", ""title"" : ""Černá""}]",null,false
78,null,Ideal,45C b.,null,null,null,null,false
786,null,Others,38A c.,null,null,null,null,false
787,null,Others,37B c.,null,null,null,null,false
788,null,Scherdel,38C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_fialovy_16x_vakuum_00788.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_modry_16x_vakuum_00788.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_oranzovy_16x_vakuum_00788.pdf"", ""title"" : ""Oranžová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_tyrkysovy_16x_vakuum_00788.pdf"", ""title"" : ""Tyrkysová""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_zeleny_16x_vakuum_00788.pdf"", ""title"" : ""Zelená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_cerny_16x_vakuum_00788.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_cerveny_16x_vakuum_00788.pdf"", ""title"" : ""Červená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_sedy_16x_vakuum_00788.pdf"", ""title"" : ""Šedá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/788_Ventil_maly_zluty_16x_vakuum_00788.pdf"", ""title"" : ""Žlutá""}]",null,false
795,null,Witte,44A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/795_Umlenkhebel_GOB_L_R_00795.pdf"", ""title"" : ""Návodka""}]",null,false
799,null,Witte,44A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/799_Paddle_GOB_00799.pdf"", ""title"" : ""Návodka""}]",null,false
80,null,Ideal,45B m.,null,null,null,null,false
800,null,Witte,44B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/800_Bowdenzug_Abdeckung_00800.pdf"", ""title"" : ""Návodka""}]",null,false
803,null,Witte,43B h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/803_Housing_SMC_00803.pdf"", ""title"" : ""Návodka""}]",null,false
804,null,Witte,43A h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/804_Holder_SMC_00804.pdf"", ""title"" : ""Návodka""}]",null,false
805,null,Witte,43C h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/805_Cap_Bottom_00805.pdf"", ""title"" : ""Návodka""}]",null,false
806,null,Witte,43A h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/806_Driver_00806.pdf"", ""title"" : ""Návodka""}]",null,false
807,null,AFSI,36B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/807_Trubka_FR_4612_00807.pdf"", ""title"" : ""Návodka""}]",null,false
808,null,Witte,43C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/808_Housing_00808.pdf"", ""title"" : ""Návodka""}]",null,false
809,null,Witte,43A h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/809_Cover_00809.pdf"", ""title"" : ""Návodka""}]",null,false
81,null,Ideal,44B m.,null,null,null,null,false
810,null,Scherdel,38A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/810_Ventil_maly_modry_US_16x_00810.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/810_Ventil_maly_zeleny_US_16x_00810.pdf"", ""title"" : ""Zelená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/810_Ventil_maly_cerny_US_16x_00810.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/810_Ventil_maly_cerveny_US_16x_00810.pdf"", ""title"" : ""Červená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/810_Ventil_maly_sedy_US_16x_00810.pdf"", ""title"" : ""Šedá""}]",null,false
811,null,Witte,44A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/811_Screwholder_00811.pdf"", ""title"" : ""Návodka""}]",null,false
812,null,Witte,44B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/812_Stellhebel_00812.pdf"", ""title"" : ""Návodka""}]",null,false
813,null,Scherdel,38C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/813_Ventil_velky_fialovy_00813.pdf"", ""title"" : ""Návodka""}]",null,false
814,null,Others,44A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/814_Oil_Pan_Gitter_00814.pdf"", ""title"" : ""Návodka""}]",null,false
815,null,Witte,42C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/815_Ford_Cover_00815.pdf"", ""title"" : ""Návodka""}]",null,false
816,null,Škoda,50C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/816_00816_Krytka_00816.pdf"", ""title"" : ""Návodka""}]",null,false
817,null,Škoda,50C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/817_00817_Krytka_00817.pdf"", ""title"" : ""Návodka""}]",null,false
818,null,Škoda,50C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/818_00818_Krytka_00818.pdf"", ""title"" : ""Návodka""}]",null,false
819,null,Škoda,47C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/819_00819_Krytka_00819.pdf"", ""title"" : ""Návodka""}]",null,false
82,null,Ideal,44B m.,null,null,null,null,false
820,null,Škoda,49D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/820_00820_Nosic_L_R_00820.pdf"", ""title"" : ""Návodka""}]",null,false
821,null,Škoda,47C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/821_00821_Ovladaci_paka_L_R_00821.pdf"", ""title"" : ""Návodka""}]",null,false
822,null,Škoda,51A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/822_00822_Clamp_1_00822.pdf"", ""title"" : ""Návodka""}]",null,false
823,null,Škoda,50C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/823_00823_Clamp_2_00823.pdf"", ""title"" : ""Návodka""}]",null,false
